reading_id,timestamp,system_id,collected_by,collection_method,conductivity,ph,total_hardness,m_alkalinity,chloride,free_halogen,inhibitor_ppm,iron,sulfite,nitrite,microbio_dipslide,units,notes
RD-00686,2026-05-15 13:30,SYS-0042,Jenn Fowler,field,1627.0,8.7,470.0,,190.0,0.56,9.1,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00687,5/16/26 0:00,SYS-0014,BMS export,bms,2.89,8.6,,,,,,,,,,cond=mS/cm,
RD-00688,5/16/26 0:00,SYS-0015,BMS export,bms,3.01,,,,,,,,,,,cond=mS/cm,
RD-00689,5/16/26 0:00,SYS-0016,BMS export,bms,2.86,,,,,,,,,,,cond=mS/cm,
RD-00690,5/16/26 0:00,SYS-0017,BMS export,bms,3.1,,,,,,,,,,,cond=mS/cm,
RD-00691,5/17/26 0:00,SYS-0014,BMS export,bms,2.87,8.6,,,,,,,,,,cond=mS/cm,
RD-00692,5/17/26 0:00,SYS-0015,BMS export,bms,2.78,,,,,,,,,,,cond=mS/cm,
RD-00693,5/17/26 0:00,SYS-0016,BMS export,bms,3.06,8.8,,,,,,,,,,cond=mS/cm,
RD-00694,5/17/26 0:00,SYS-0017,BMS export,bms,2.83,8.8,,,,,,,,,,cond=mS/cm,
RD-00695,5/18/26 0:00,SYS-0014,BMS export,bms,2.86,8.9,,,,,,,,,,cond=mS/cm,
RD-00696,5/18/26 0:00,SYS-0015,BMS export,bms,2.91,8.8,,,,,,,,,,cond=mS/cm,
RD-00697,5/18/26 0:00,SYS-0016,BMS export,bms,2.84,8.6,,,,,,,,,,cond=mS/cm,
RD-00698,5/18/26 0:00,SYS-0017,BMS export,bms,2.85,8.7,,,,,,,,,,cond=mS/cm,
RD-00699,2026-05-18 09:30,SYS-0004,Jenn Fowler,field,1489.0,8.4,338.0,,213.0,0.1,10.1,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00700,2026-05-18 09:40,SYS-0003,Jenn Fowler,field,1501.0,8.7,464.0,,191.0,0.63,10.3,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00701,2026-05-18 10:15,SYS-0034,Kyle Bishop,field,1396.0,8.7,327.0,,262.0,0.59,10.4,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00702,2026-05-18 11:00,SYS-0005,Jenn Fowler,field,3004.0,9.2,,,,,,0.09,,983.0,,cond=uS/cm;nitrite=ppm,
RD-00703,2026-05-18 11:10,SYS-0052,Kyle Bishop,field,3176.0,11.2,1.2,,,,,0.05,25.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00704,2026-05-18 11:40,SYS-0002,Jenn Fowler,field,3285.0,10.9,0.6,,,,,0.4,25.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00705,2026-05-18 11:40,SYS-0033,Kyle Bishop,field,1230.0,10.2,0.9,273.0,,,,0.17,51.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00706,2026-05-18 12:10,SYS-0032,Kyle Bishop,field,1348.0,10.3,0.9,314.0,,,,0.27,46.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00707,2026-05-18 14:00,SYS-0001,Jenn Fowler,field,3403.0,11.2,0.5,,,,,0.39,32.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00708,5/19/26 0:00,SYS-0014,BMS export,bms,2.82,,,,,,,,,,,cond=mS/cm,
RD-00709,5/19/26 0:00,SYS-0015,BMS export,bms,2.79,,,,,,,,,,,cond=mS/cm,
RD-00710,5/19/26 0:00,SYS-0016,BMS export,bms,2.91,8.7,,,,,,,,,,cond=mS/cm,
RD-00711,5/19/26 0:00,SYS-0017,BMS export,bms,2.98,,,,,,,,,,,cond=mS/cm,
RD-00712,2026-05-19 08:45,SYS-0006,Marcus Webb,field,2628.0,11.2,0.9,712.0,,,,0.72,27.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00713,2026-05-19 08:50,SYS-0043,Marcus Webb,field,1372.0,8.4,373.0,,151.0,0.84,12.4,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00714,2026-05-19 09:40,SYS-0007,Marcus Webb,field,1715.0,8.8,383.0,,154.0,0.2,11.0,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00715,2026-05-19 10:00,SYS-0047,Jenn Fowler,field,2425.0,11.1,0.7,565.0,,,,0.29,41.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00716,2026-05-19 10:30,SYS-0044,Marcus Webb,field,2458.0,9.8,,,,,292.0,0.21,,,,cond=uS/cm;moly=ppm,
RD-00717,2026-05-19 13:00,SYS-0048,Jenn Fowler,field,1534.0,8.6,413.0,,185.0,0.72,12.1,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00718,2026-05-19 15:20,SYS-0008,Marcus Webb,field,2752.0,9.1,,,,,,0.17,,1060.0,,cond=uS/cm;nitrite=ppm,
RD-00719,5/20/26 0:00,SYS-0014,BMS export,bms,2.78,8.8,,,,,,,,,,cond=mS/cm,
RD-00720,5/20/26 0:00,SYS-0015,BMS export,bms,2.82,9.0,,,,,,,,,,cond=mS/cm,
RD-00721,5/20/26 0:00,SYS-0016,BMS export,bms,2.96,8.5,,,,,,,,,,cond=mS/cm,
RD-00722,5/20/26 0:00,SYS-0017,BMS export,bms,2.84,9.0,,,,,,,,,,cond=mS/cm,
RD-00723,2026-05-20 09:00,SYS-0028,Tomas Rivera,field,1593.0,8.0,422.0,,108.0,0.31,11.5,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00724,2026-05-20 12:15,SYS-0027,Tomas Rivera,field,3016.0,11.0,0.6,561.0,,,,0.32,20.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00725,2026-05-20 14:10,SYS-0029,Tomas Rivera,field,2678.0,9.8,,,,,233.0,0.22,,,,cond=uS/cm;moly=ppm,
RD-00726,5/21/26 0:00,SYS-0014,BMS export,bms,2.89,,,,,,,,,,,cond=mS/cm,
RD-00727,5/21/26 0:00,SYS-0015,BMS export,bms,2.75,8.7,,,,,,,,,,cond=mS/cm,
RD-00728,5/21/26 0:00,SYS-0016,BMS export,bms,3.06,8.6,,,,,,,,,,cond=mS/cm,
RD-00729,5/21/26 0:00,SYS-0017,BMS export,bms,2.95,8.8,,,,,,,,,,cond=mS/cm,
RD-00730,2026-05-21 08:50,SYS-0015,Jenn Fowler,field,2976.0,8.7,276.0,,231,0.71,13.9,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00731,2026-05-21 10:40,SYS-0016,Jenn Fowler,field,2833.0,8.6,499.0,,228.0,0.82,14.8,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00732,2026-05-21 12:20,SYS-0046,Dale Hardy,field,2701.0,11.0,0,,,,,0.24,20.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00733,2026-05-21 12:50,SYS-0014,Jenn Fowler,field,2832.0,8.2,339.0,,186.0,0.45,15.5,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00734,2026-05-21 13:45,SYS-0017,Jenn Fowler,field,2978.0,8.7,390.0,,221.0,0.73,15.8,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00735,2026-05-21 14:10,SYS-0018,Jenn Fowler,field,2788.0,9.3,,,,,277.0,0.11,,,,cond=uS/cm;moly=ppm,
RD-00736,5/22/26 0:00,SYS-0014,BMS export,bms,2.86,8.4,,,,,,,,,,cond=mS/cm,
RD-00737,5/22/26 0:00,SYS-0015,BMS export,bms,2.93,8.7,,,,,,,,,,cond=mS/cm,
RD-00738,5/22/26 0:00,SYS-0016,BMS export,bms,2.91,8.9,,,,,,,,,,cond=mS/cm,
RD-00739,5/22/26 0:00,SYS-0017,BMS export,bms,2.82,8.6,,,,,,,,,,cond=mS/cm,
RD-00740,2026-05-22 10:45,SYS-0042,Jenn Fowler,field,1310.0,8.7,487.0,,254.0,0.74,9.9,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00741,2026-05-22 11:40,SYS-0012,Kyle Bishop,field,1377.0,8.5,409.0,,141.0,0.55,14.0,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00742,2026-05-22 12:30,SYS-0013,Kyle Bishop,field,2975.0,9.4,,,,,249.0,0.23,,,,cond=uS/cm;moly=ppm,
RD-00743,2026-05-22 13:30,SYS-0011,Kyle Bishop,field,2864.0,11.0,0.7,621.0,,,,0.25,24.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00744,2026-05-22 13:50,SYS-0041,Jenn Fowler,field,3042.0,10.9,1.0,718.0,,,,0.22,40.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00745,5/23/26 0:00,SYS-0014,BMS export,bms,2.85,8.6,,,,,,,,,,cond=mS/cm,
RD-00746,5/23/26 0:00,SYS-0015,BMS export,bms,2.96,,,,,,,,,,,cond=mS/cm,
RD-00747,5/23/26 0:00,SYS-0016,BMS export,bms,3.0,8.6,,,,,,,,,,cond=mS/cm,
RD-00748,5/23/26 0:00,SYS-0017,BMS export,bms,2.97,8.7,,,,,,,,,,cond=mS/cm,
RD-00749,5/24/26 0:00,SYS-0014,BMS export,bms,2.89,9.0,,,,,,,,,,cond=mS/cm,
RD-00750,5/24/26 0:00,SYS-0015,BMS export,bms,2.93,,,,,,,,,,,cond=mS/cm,
RD-00751,5/24/26 0:00,SYS-0016,BMS export,bms,2.94,8.7,,,,,,,,,,cond=mS/cm,
RD-00752,5/24/26 0:00,SYS-0017,BMS export,bms,2.99,,,,,,,,,,,cond=mS/cm,
RD-00753,5/25/26 0:00,SYS-0014,BMS export,bms,3.05,,,,,,,,,,,cond=mS/cm,
RD-00754,5/25/26 0:00,SYS-0015,BMS export,bms,2.86,8.8,,,,,,,,,,cond=mS/cm,
RD-00755,5/25/26 0:00,SYS-0016,BMS export,bms,2.97,8.7,,,,,,,,,,cond=mS/cm,
RD-00756,5/25/26 0:00,SYS-0017,BMS export,bms,3.02,8.7,,,,,,,,,,cond=mS/cm,
RD-00757,2026-05-25 10:15,SYS-0040,Dale Hardy,field,2653.0,11.2,1.1,686.0,,,,0.33,32.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00758,2026-05-25 11:30,SYS-0003,Jenn Fowler,field,1614.0,8.4,362.0,,119.0,0.62,9.2,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00759,2026-05-25 11:45,SYS-0002,Jenn Fowler,field,2646.0,11.5,0.4,623.0,,,,0.34,27.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00760,2026-05-25 12:40,SYS-0005,Jenn Fowler,field,2711.0,10.0,,,,,,0.16,,881.0,,cond=uS/cm;nitrite=ppm,
RD-00761,2026-05-25 15:10,SYS-0001,Jenn Fowler,field,3163.0,10.9,0.1,,,,,0.26,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00762,2026-05-25 15:10,SYS-0004,Jenn Fowler,field,1225.0,8.8,472.0,,152.0,0.18,13.4,,,,10^4,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00763,5/26/26 0:00,SYS-0014,BMS export,bms,2.96,8.6,,,,,,,,,,cond=mS/cm,
RD-00764,5/26/26 0:00,SYS-0015,BMS export,bms,2.89,8.3,,,,,,,,,,cond=mS/cm,
RD-00765,5/26/26 0:00,SYS-0016,BMS export,bms,2.96,8.8,,,,,,,,,,cond=mS/cm,
RD-00766,5/26/26 0:00,SYS-0017,BMS export,bms,3.0,8.6,,,,,,,,,,cond=mS/cm,
RD-00767,2026-05-26 11:45,SYS-0007,Marcus Webb,field,1305.0,8.3,502.0,,141.0,0.54,11.0,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00768,2026-05-26 12:50,SYS-0009,Marcus Webb,field,2998.0,11.2,0.4,,,,,0.19,37.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00769,2026-05-26 13:10,SYS-0008,Marcus Webb,field,2889.0,9.6,,,,,,0.23,,992.0,,cond=uS/cm;nitrite=ppm,
RD-00770,2026-05-26 15:50,SYS-0006,Marcus Webb,field,2679.0,11.1,0.6,730.0,,,,0.7,16.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00771,2026-05-26 15:50,SYS-0010,Marcus Webb,field,1902.0,8.7,310.0,,111.0,0.62,8.8,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00772,5/27/26 0:00,SYS-0014,BMS export,bms,2.8,8.6,,,,,,,,,,cond=mS/cm,
RD-00773,5/27/26 0:00,SYS-0015,BMS export,bms,2.82,,,,,,,,,,,cond=mS/cm,
RD-00774,5/27/26 0:00,SYS-0016,BMS export,bms,2.82,,,,,,,,,,,cond=mS/cm,
RD-00775,5/27/26 0:00,SYS-0017,BMS export,bms,2.97,,,,,,,,,,,cond=mS/cm,
RD-00776,2026-05-27 08:00,SYS-0019,Marcus Webb,field,2688.0,9.4,,,,,,0.96,,650,,cond=uS/cm;nitrite=ppm,Sample drawn before re-dose.
RD-00777,2026-05-27 08:40,SYS-0029,Tomas Rivera,field,2457.0,9.4,,,,,254.0,0.38,,,,cond=uS/cm;moly=ppm,
RD-00778,2026-05-27 08:50,SYS-0027,Tomas Rivera,field,2765.0,11.2,1.1,,,,,0.43,28.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00779,2026-05-27 09:00,SYS-0036,Tomas Rivera,field,3190.0,11.3,0.8,,,,,0.36,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00780,2026-05-27 10:15,SYS-0037,Tomas Rivera,field,3092.0,11.2,0.6,717.0,,,,0.24,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00781,2026-05-27 11:50,SYS-0050,Tomas Rivera,field,1486.0,8.5,570.0,,234.0,0.53,9.6,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00782,2026-05-27 12:15,SYS-0038,Tomas Rivera,field,1788.0,8.6,363.0,,71.0,0.65,9.9,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00783,2026-05-27 13:15,SYS-0039,Tomas Rivera,field,2741.0,9.5,,,,,,0.18,,970.0,,cond=uS/cm;nitrite=ppm,
RD-00784,2026-05-27 13:20,SYS-0049,Tomas Rivera,field,1564.0,9.0,530.0,,147.0,0.67,13.0,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00785,2026-05-27 14:15,SYS-0028,Tomas Rivera,field,1303.0,8.5,430.0,,115.0,0.37,10.4,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00786,2026-05-27 15:10,SYS-0021,Marcus Webb,field,2835.0,11.0,0.3,705.0,,,,0.39,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00787,2026-05-27 15:50,SYS-0020,Marcus Webb,field,1465.0,8.4,412.0,,114.0,0.71,13.0,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00788,5/28/26 0:00,SYS-0014,BMS export,bms,2.9,,,,,,,,,,,cond=mS/cm,
RD-00789,5/28/26 0:00,SYS-0015,BMS export,bms,2.85,8.7,,,,,,,,,,cond=mS/cm,
RD-00790,5/28/26 0:00,SYS-0016,BMS export,bms,2.86,8.6,,,,,,,,,,cond=mS/cm,
RD-00791,5/28/26 0:00,SYS-0017,BMS export,bms,3.11,,,,,,,,,,,cond=mS/cm,
RD-00792,2026-05-28 08:40,SYS-0017,Jenn Fowler,field,3020.0,8.5,361.0,,233.0,0.8,13.6,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00793,2026-05-28 11:20,SYS-0026,Dale Hardy,field,1654.0,8.6,23.7,,142.0,0.79,11.4,,,,10^3,cond=uS/cm;hard=gpg;cl=ppm;inhib=ppm,
RD-00794,2026-05-28 12:10,SYS-0018,Jenn Fowler,field,2559.0,9.1,,,,,237.0,0.1,,,,cond=uS/cm;moly=ppm,
RD-00795,2026-05-28 12:15,SYS-0016,Jenn Fowler,field,2826.0,8.2,382.0,,226.0,0.49,12.5,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00796,2026-05-28 13:00,SYS-0015,Jenn Fowler,field,2972.0,8.6,434.0,,242,0.57,15.5,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00797,2026-05-28 14:20,SYS-0014,Jenn Fowler,field,2908.0,8.6,443.0,,200.0,0.66,15.0,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00798,2026-05-28 15:00,SYS-0025,Dale Hardy,field,3126.0,11.2,0.1,564.0,,,,0.51,22.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00799,5/29/26 0:00,SYS-0014,BMS export,bms,2.8,,,,,,,,,,,cond=mS/cm,
RD-00800,5/29/26 0:00,SYS-0015,BMS export,bms,2.84,8.6,,,,,,,,,,cond=mS/cm,
RD-00801,5/29/26 0:00,SYS-0016,BMS export,bms,2.98,8.7,,,,,,,,,,cond=mS/cm,
RD-00802,5/29/26 0:00,SYS-0017,BMS export,bms,2.95,8.7,,,,,,,,,,cond=mS/cm,
RD-00803,2026-05-29 09:15,SYS-0012,Kyle Bishop,field,1494.0,8.7,379.0,,180.0,0.69,11.0,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00804,2026-05-29 09:40,SYS-0013,Kyle Bishop,field,2837.0,9.6,,,,,288.0,0.23,,,,cond=uS/cm;moly=ppm,
RD-00805,2026-05-29 10:00,SYS-0041,Jenn Fowler,field,3022.0,11.4,0.1,,,,,0.42,25.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00806,2026-05-29 11:15,SYS-0011,Kyle Bishop,field,2800.0,11.2,0.3,669.0,,,,0.25,29.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00807,2026-05-29 15:40,SYS-0042,Jenn Fowler,field,1450.0,8.8,440.0,,103.0,0.75,10.0,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00808,5/30/26 0:00,SYS-0014,BMS export,bms,2.91,8.7,,,,,,,,,,cond=mS/cm,
RD-00809,5/30/26 0:00,SYS-0015,BMS export,bms,2.82,8.8,,,,,,,,,,cond=mS/cm,
RD-00810,5/30/26 0:00,SYS-0016,BMS export,bms,2.73,8.8,,,,,,,,,,cond=mS/cm,
RD-00811,5/30/26 0:00,SYS-0017,BMS export,bms,2.83,8.8,,,,,,,,,,cond=mS/cm,
RD-00812,5/31/26 0:00,SYS-0014,BMS export,bms,3.04,,,,,,,,,,,cond=mS/cm,
RD-00813,5/31/26 0:00,SYS-0015,BMS export,bms,2.82,9.0,,,,,,,,,,cond=mS/cm,
RD-00814,5/31/26 0:00,SYS-0016,BMS export,bms,2.98,,,,,,,,,,,cond=mS/cm,
RD-00815,5/31/26 0:00,SYS-0017,BMS export,bms,3.05,8.8,,,,,,,,,,cond=mS/cm,
RD-00816,2026-05-31 10:40,SYS-0046,Dale Hardy,field,2901.0,11.1,0.7,633.0,,,,0.13,26.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00817,6/1/26 0:00,SYS-0014,BMS export,bms,2.95,8.5,,,,,,,,,,cond=mS/cm,
RD-00818,6/1/26 0:00,SYS-0015,BMS export,bms,2.99,,,,,,,,,,,cond=mS/cm,
RD-00819,6/1/26 0:00,SYS-0016,BMS export,bms,2.87,9.0,,,,,,,,,,cond=mS/cm,
RD-00820,6/1/26 0:00,SYS-0017,BMS export,bms,2.96,8.9,,,,,,,,,,cond=mS/cm,
RD-00821,2026-06-01 08:40,SYS-0022,Dale Hardy,field,2753.0,11.0,0.2,671.0,,,,0.29,12,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00822,2026-06-01 09:40,SYS-0003,Jenn Fowler,field,1641.0,8.8,553.0,,212.0,0.76,11.4,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00823,2026-06-01 11:10,SYS-0001,Jenn Fowler,field,2955.0,11.1,0.2,731.0,,,,0.18,22.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00824,2026-06-01 12:00,SYS-0005,Jenn Fowler,field,2896.0,9.8,,,,,,0.05,,1048.0,,cond=uS/cm;nitrite=ppm,
RD-00825,2026-06-01 13:00,SYS-0032,Kyle Bishop,field,1320.0,10.2,1.4,,,,,0.18,41.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00826,2026-06-01 14:00,SYS-0004,Jenn Fowler,field,1428.0,8.3,391.0,,145.0,0.05,13.5,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00827,2026-06-01 14:15,SYS-0033,Kyle Bishop,field,1232.0,10.1,0.6,304.0,,,,0.24,40.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00828,2026-06-01 14:40,SYS-0002,Jenn Fowler,field,2603.0,11.0,0.6,681.0,,,,0.42,34.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00829,2026-06-01 15:45,SYS-0034,Kyle Bishop,field,1427.0,8.6,454.0,,197.0,0.69,10.9,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00830,6/2/26 0:00,SYS-0014,BMS export,bms,2.67,8.5,,,,,,,,,,cond=mS/cm,
RD-00831,6/2/26 0:00,SYS-0015,BMS export,bms,3.0,,,,,,,,,,,cond=mS/cm,
RD-00832,6/2/26 0:00,SYS-0016,BMS export,bms,2.9,8.8,,,,,,,,,,cond=mS/cm,
RD-00833,6/2/26 0:00,SYS-0017,BMS export,bms,3.02,8.7,,,,,,,,,,cond=mS/cm,
RD-00834,2026-06-02 09:00,SYS-0045,Marcus Webb,field,,,1.0,,,,,,,,,hard=ppm CaCO3,
RD-00835,2026-06-02 10:20,SYS-0008,Marcus Webb,field,2960.0,9.6,,,,,,0.28,,1071.0,,cond=uS/cm;nitrite=ppm,
RD-00836,2026-06-02 10:30,SYS-0044,Marcus Webb,field,3011.0,9.2,,,,,288.0,0.18,,,,cond=uS/cm;moly=ppm,
RD-00837,2026-06-02 11:15,SYS-0043,Marcus Webb,field,1287.0,8.5,520.0,,166.0,0.54,12.4,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00838,2026-06-02 14:40,SYS-0007,Marcus Webb,field,1547.0,8.8,537.0,,94.0,0.33,11.1,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00839,2026-06-02 14:45,SYS-0006,Marcus Webb,field,3039.0,11.2,0.1,605.0,,,,0.78,23.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00840,6/3/26 0:00,SYS-0014,BMS export,bms,2.74,8.7,,,,,,,,,,cond=mS/cm,
RD-00841,6/3/26 0:00,SYS-0015,BMS export,bms,2.94,8.6,,,,,,,,,,cond=mS/cm,
RD-00842,6/3/26 0:00,SYS-0016,BMS export,bms,2.99,,,,,,,,,,,cond=mS/cm,
RD-00843,6/3/26 0:00,SYS-0017,BMS export,bms,2.97,,,,,,,,,,,cond=mS/cm,
RD-00844,2026-06-03 10:50,SYS-0028,Tomas Rivera,field,1545.0,8.7,357.0,,201.0,0.59,10.1,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00845,2026-06-03 11:30,SYS-0054,Kyle Bishop,field,2903.0,9.1,,,,,,0.13,,973.0,,cond=uS/cm;nitrite=ppm,
RD-00846,2026-06-03 11:45,SYS-0053,Kyle Bishop,field,2761.0,10.8,1.0,708.0,,,,0.52,26.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00847,2026-06-03 12:00,SYS-0027,Tomas Rivera,field,2920.0,10.8,0.5,500.0,,,,0.1,34.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00848,2026-06-03 13:40,SYS-0029,Tomas Rivera,field,2589.0,10.1,,,,,261.0,0.02,,,,cond=uS/cm;moly=ppm,
RD-00849,6/4/26 0:00,SYS-0014,BMS export,bms,2.93,,,,,,,,,,,cond=mS/cm,
RD-00850,6/4/26 0:00,SYS-0015,BMS export,bms,2.91,,,,,,,,,,,cond=mS/cm,
RD-00851,6/4/26 0:00,SYS-0016,BMS export,bms,2.78,9.0,,,,,,,,,,cond=mS/cm,
RD-00852,6/4/26 0:00,SYS-0017,BMS export,bms,2.91,,,,,,,,,,,cond=mS/cm,
RD-00853,2026-06-04 09:00,SYS-0014,Jenn Fowler,field,2918.0,8.6,463.0,,244.0,0.53,16.1,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00854,2026-06-04 09:45,SYS-0035,Dale Hardy,field,3073.0,11.4,0.2,828.0,,,,0.29,35.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00855,2026-06-04 11:00,SYS-0015,Jenn Fowler,field,2877.0,8.1,412.0,,226,0.44,16.0,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00856,2026-06-04 13:30,SYS-0018,Jenn Fowler,field,2397.0,10.0,,,,,199.0,0.24,,,,cond=uS/cm;moly=ppm,
RD-00857,2026-06-04 13:45,SYS-0016,Jenn Fowler,field,3053.0,8.4,452.0,,256.0,0.58,13.9,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00858,2026-06-04 14:30,SYS-0017,Jenn Fowler,field,2967.0,8.6,390.0,,257.0,0.38,13.6,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00859,6/5/26 0:00,SYS-0014,BMS export,bms,2.84,8.6,,,,,,,,,,cond=mS/cm,
RD-00860,6/5/26 0:00,SYS-0015,BMS export,bms,2.86,,,,,,,,,,,cond=mS/cm,
